validstart,mapdate,none,d0,d1,d2,d3,d4,region_east_central,region_north_central,region_northeast,region_northwest,region_south_central,region_southeast,region_southwest,climatedivisionsid_201,climatedivisionsid_202,climatedivisionsid_203,climatedivisionsid_204,climatedivisionsid_205,climatedivisionsid_206,climatedivisionsid_207,is_drought_area
2018-06-26,20180626,0.0,0.0,0.0,122.69,9909.78,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-06-26,20180626,0.0,0.0,0.0,5843.53,19774.75,14220.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-06-19,20180619,0.0,0.0,0.0,122.69,9909.78,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-06-19,20180619,0.0,0.0,0.0,5843.53,19774.75,14220.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-06-19,20180619,0.0,0.0,2213.62,8659.08,2597.16,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-06-19,20180619,0.0,0.0,1136.51,8895.05,13104.93,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-06-19,20180619,0.0,0.0,0.0,0.0,2856.04,1939.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-06-19,20180619,0.0,0.0,0.0,2275.82,5047.65,804.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-06-19,20180619,0.0,0.0,0.0,901.72,12750.97,945.18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-06-12,20180612,0.0,0.0,1136.53,8895.07,13104.88,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-06-12,20180612,0.0,0.0,0.0,5843.42,19774.81,14220.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-06-12,20180612,0.0,0.0,0.0,2275.79,5047.64,804.63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-06-12,20180612,0.0,0.0,2213.53,8659.12,2597.19,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-06-12,20180612,0.0,0.0,0.0,901.75,12750.93,945.19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-06-12,20180612,0.0,0.0,0.0,122.67,9909.8,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-06-12,20180612,0.0,0.0,0.0,0.0,2856.07,1939.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-06-05,20180605,0.0,0.0,0.0,897.8,12754.88,945.19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-06-05,20180605,0.0,0.0,2213.53,8671.87,2584.45,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-06-05,20180605,0.0,0.0,0.0,119.67,9912.81,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-06-05,20180605,0.0,0.0,0.0,0.0,2856.07,1939.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-06-05,20180605,0.0,0.0,0.0,2299.2,5024.23,804.63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-06-05,20180605,0.0,0.0,1136.53,8911.33,13088.63,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-06-05,20180605,0.0,0.0,0.0,5810.83,19807.4,14220.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-05-29,20180529,0.0,0.0,0.0,5810.83,19807.4,14220.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-05-29,20180529,0.0,0.0,0.0,119.67,9912.81,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-05-29,20180529,0.0,0.0,1136.53,8911.33,13088.63,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-05-29,20180529,0.0,0.0,0.0,0.0,2856.07,1939.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-05-29,20180529,0.0,0.0,0.0,2299.2,5024.23,804.63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-05-29,20180529,0.0,0.0,2213.53,8671.87,2584.45,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-05-29,20180529,0.0,0.0,0.0,897.8,12754.88,945.19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-05-22,20180522,0.0,0.0,0.0,119.67,9912.81,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-05-22,20180522,0.0,0.0,1136.53,9378.13,12621.82,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-05-22,20180522,0.0,0.0,0.0,0.0,2856.07,1939.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-05-22,20180522,0.0,0.0,0.0,5810.83,19807.4,14220.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-05-22,20180522,0.0,0.0,2213.53,8671.87,2584.45,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-05-22,20180522,0.0,0.0,0.0,2299.2,5024.23,804.63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-05-22,20180522,0.0,0.0,0.0,897.8,12754.88,945.19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-05-15,20180515,0.0,0.0,0.0,82.81,4712.33,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-05-15,20180515,0.0,0.0,0.0,2285.88,5842.19,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-05-15,20180515,0.0,0.0,1152.31,15212.21,6771.96,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-05-15,20180515,0.0,0.0,0.0,9587.37,18478.6,11773.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-05-15,20180515,0.0,0.0,0.0,521.9,9510.58,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-05-15,20180515,0.0,0.0,2174.22,8718.8,2576.83,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-05-15,20180515,0.0,0.0,0.0,2341.68,12256.19,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-05-08,20180508,0.0,0.0,0.0,2341.63,12256.24,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-05-08,20180508,0.0,0.0,0.0,2285.9,5842.16,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-05-08,20180508,0.0,0.0,2174.3,8718.75,2576.8,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-05-08,20180508,0.0,0.0,2401.66,13982.41,6752.42,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-05-08,20180508,0.0,0.0,0.0,521.89,9510.58,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-05-08,20180508,0.0,0.0,0.0,9587.47,19281.16,10970.59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-05-08,20180508,0.0,0.0,0.0,82.8,4712.34,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-05-01,20180501,0.0,0.0,2401.71,13982.38,6752.39,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-05-01,20180501,0.0,0.0,0.0,2285.88,5842.19,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-05-01,20180501,0.0,0.0,0.0,82.81,4712.33,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-05-01,20180501,0.0,0.0,0.0,2341.68,12256.19,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-05-01,20180501,0.0,0.0,0.0,12678.59,16190.03,10970.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-05-01,20180501,0.0,0.0,2174.22,8718.8,2576.83,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-05-01,20180501,0.0,0.0,0.0,521.9,9510.58,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-04-24,20180424,0.0,0.0,2401.66,14260.92,6473.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-04-24,20180424,0.0,0.0,0.0,109.0,4686.15,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-04-24,20180424,0.0,0.0,0.0,5992.32,4040.15,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-04-24,20180424,0.0,0.0,5462.73,7485.64,521.48,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-04-24,20180424,0.0,0.0,0.0,7759.44,6838.43,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-04-24,20180424,0.0,0.0,0.0,3172.18,4955.89,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-04-24,20180424,0.0,0.0,55.04,12623.65,16189.94,10970.59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-04-17,20180417,0.0,0.0,0.0,123.87,4671.27,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-04-17,20180417,0.0,0.0,5462.65,7514.11,493.08,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-04-17,20180417,0.0,0.0,0.0,5992.34,4040.13,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-04-17,20180417,0.0,0.0,0.0,3172.71,4955.35,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-04-17,20180417,0.0,0.0,2877.27,13808.21,6451.01,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-04-17,20180417,0.0,0.0,0.0,7942.12,6655.75,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-04-17,20180417,0.0,0.0,55.03,12827.7,22041.91,4914.59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-04-10,20180410,0.0,0.0,0.0,7942.12,6655.75,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-04-10,20180410,0.0,0.0,0.0,5992.34,4040.13,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-04-10,20180410,0.0,0.0,0.0,3172.71,4955.35,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-04-10,20180410,0.0,0.0,55.03,12827.7,22417.87,4538.63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-04-10,20180410,0.0,0.0,5462.65,7514.11,493.08,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-04-10,20180410,0.0,0.0,0.0,123.87,4671.27,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-04-10,20180410,0.0,0.0,2877.27,13808.21,6451.01,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-04-03,20180403,0.0,0.0,2877.13,13817.43,6441.93,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-04-03,20180403,0.0,0.0,0.0,5992.32,4040.16,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-04-03,20180403,0.0,0.0,0.0,123.85,4671.29,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-04-03,20180403,0.0,0.0,55.06,12897.35,26886.82,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-04-03,20180403,0.0,0.0,0.0,3172.8,4955.26,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-04-03,20180403,0.0,0.0,0.0,7942.04,6655.84,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-04-03,20180403,0.0,0.0,5462.81,7514.02,493.03,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-03-27,20180327,0.0,0.0,66.6,3106.16,4955.31,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-03-27,20180327,0.0,0.0,2877.2,14965.59,5293.7,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-03-27,20180327,0.0,0.0,0.0,7942.08,6655.79,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-03-27,20180327,0.0,0.0,1378.01,11575.9,26885.32,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-03-27,20180327,0.0,0.0,0.0,123.86,4671.28,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-03-27,20180327,0.0,0.0,7677.29,5299.5,493.06,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-03-27,20180327,0.0,0.0,0.0,5992.33,4040.14,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-03-20,20180320,0.0,0.0,0.0,209.89,4585.25,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-03-20,20180320,0.0,0.0,0.0,10389.53,4208.34,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-03-20,20180320,0.0,0.0,0.0,10032.48,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-03-20,20180320,0.0,0.0,9237.84,4232.01,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-03-20,20180320,0.0,0.0,1237.8,6411.41,478.85,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-03-20,20180320,0.0,0.0,4703.81,9288.14,25847.28,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-03-20,20180320,0.0,0.0,2877.27,15159.22,5100.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-03-13,20180313,0.0,0.0,2877.27,15465.28,4793.94,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-03-13,20180313,0.0,0.0,9237.84,4232.01,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-03-13,20180313,0.0,0.0,0.0,4794.4,0.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-03-13,20180313,0.0,0.0,1237.8,6890.26,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-03-13,20180313,0.0,0.0,0.0,14597.87,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-03-13,20180313,0.0,0.0,4703.81,12839.84,22295.58,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-03-13,20180313,0.0,0.0,0.0,10032.48,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-03-06,20180306,0.0,0.0,4786.0,12757.64,22295.58,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-03-06,20180306,0.0,0.0,0.0,14597.87,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-03-06,20180306,0.0,0.0,0.0,4794.4,0.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-03-06,20180306,0.0,0.0,0.0,10032.48,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-03-06,20180306,0.0,0.0,1266.83,6861.23,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-03-06,20180306,0.0,0.0,2774.4,15568.14,4793.94,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-03-06,20180306,0.0,0.0,9303.75,4166.1,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-02-27,20180227,0.0,0.0,0.0,4794.4,0.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-02-27,20180227,0.0,0.0,2774.47,15568.07,4793.94,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-02-27,20180227,0.0,0.0,3554.14,4573.92,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-02-27,20180227,0.0,0.0,1636.56,12961.31,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-02-27,20180227,0.0,0.0,5481.73,28586.85,5770.64,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-02-27,20180227,0.0,0.0,6458.4,3574.07,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-02-27,20180227,0.0,0.0,10643.71,2826.14,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-02-20,20180220,0.0,0.0,2774.4,15568.14,4793.94,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-02-20,20180220,0.0,0.0,6458.45,3574.02,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-02-20,20180220,0.0,0.0,0.0,4794.4,0.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-02-20,20180220,0.0,0.0,10643.73,2826.12,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-02-20,20180220,0.0,0.0,3554.19,4573.87,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-02-20,20180220,0.0,0.0,5481.78,28586.84,5770.61,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-02-20,20180220,0.0,0.0,1636.61,12961.26,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-02-13,20180213,0.0,0.0,3554.14,4573.92,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-02-13,20180213,0.0,0.0,2558.26,15784.29,4793.94,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-02-13,20180213,0.0,0.0,5481.73,29003.56,5353.93,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-02-13,20180213,0.0,0.0,0.0,4794.4,0.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-02-13,20180213,0.0,0.0,10643.71,2826.14,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-02-13,20180213,0.0,0.0,6458.4,3574.07,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-02-13,20180213,0.0,0.0,1636.56,12961.31,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-02-06,20180206,0.0,0.0,0.0,4794.4,0.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-02-06,20180206,0.0,0.0,7218.59,909.48,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-02-06,20180206,0.0,0.0,6547.94,3484.54,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-02-06,20180206,0.0,0.0,2582.5,15760.05,4793.94,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-02-06,20180206,0.0,0.0,7883.98,26601.36,5353.89,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-02-06,20180206,0.0,0.0,12610.15,859.7,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-02-06,20180206,0.0,0.0,2708.77,11889.1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-01-30,20180130,0.0,0.0,2664.46,11933.41,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-01-30,20180130,0.0,0.0,6526.87,3505.61,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-01-30,20180130,0.0,0.0,3859.4,14485.06,4792.03,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-01-30,20180130,0.0,0.0,0.0,4794.4,0.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-01-30,20180130,0.0,0.0,7899.76,26585.58,5353.89,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-01-30,20180130,0.0,0.0,7224.85,903.21,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-01-30,20180130,0.0,0.0,12577.04,892.81,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-01-23,20180123,0.0,0.0,13565.1,26274.12,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-01-23,20180123,0.0,0.0,12577.04,892.81,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-01-23,20180123,0.0,0.0,0.0,4795.14,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-01-23,20180123,0.0,0.0,7323.47,804.59,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-01-23,20180123,0.0,0.0,4089.62,19046.86,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-01-23,20180123,0.0,0.0,10032.48,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-01-23,20180123,0.0,0.0,8235.37,6362.5,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-01-16,20180116,0.0,0.0,13966.05,631.82,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-01-16,20180116,0.0,0.0,10032.48,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-01-16,20180116,0.0,0.0,16858.6,22980.63,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-01-16,20180116,0.0,0.0,8128.06,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-01-16,20180116,0.0,0.0,12577.04,892.81,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-01-16,20180116,0.0,0.0,17697.47,5439.02,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-01-16,20180116,0.0,0.0,2015.96,2779.18,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-01-09,20180109,0.0,0.0,12577.04,892.81,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-01-09,20180109,0.0,0.0,10032.48,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-01-09,20180109,0.0,0.0,16858.6,22980.63,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-01-09,20180109,0.0,0.0,8128.06,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-01-09,20180109,0.0,0.0,17697.47,5439.02,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-01-09,20180109,0.0,0.0,2015.96,2779.18,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-01-09,20180109,0.0,0.0,13966.05,631.82,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-01-02,20180102,0.0,0.0,13966.05,631.82,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2018-01-02,20180102,0.0,0.0,16940.76,22898.47,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018-01-02,20180102,0.0,0.0,10032.48,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2018-01-02,20180102,0.0,0.0,2015.96,2779.18,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018-01-02,20180102,0.0,0.0,8128.06,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018-01-02,20180102,0.0,0.0,17697.47,5439.02,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2018-01-02,20180102,0.0,0.0,12577.04,892.81,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2017-12-26,20171226,0.0,0.0,12647.96,821.89,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2017-12-26,20171226,0.0,0.0,14597.87,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2017-12-26,20171226,0.0,0.0,8128.06,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-26,20171226,0.0,0.0,4795.14,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017-12-26,20171226,0.0,0.0,20799.66,2336.83,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2017-12-26,20171226,0.0,0.0,38508.36,1330.86,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-12-26,20171226,0.0,0.0,10032.48,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017-12-19,20171219,0.0,0.0,20799.66,2336.83,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2017-12-19,20171219,0.0,0.0,4795.14,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017-12-19,20171219,0.0,0.0,10032.48,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017-12-19,20171219,0.0,0.0,38508.36,1330.86,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-12-19,20171219,0.0,0.0,8128.06,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-19,20171219,0.0,0.0,12647.96,821.89,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2017-12-19,20171219,0.0,0.0,14597.87,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2017-12-12,20171212,0.0,0.0,4795.14,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017-12-12,20171212,0.0,0.0,13469.85,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2017-12-12,20171212,0.0,0.0,20799.68,2336.8,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2017-12-12,20171212,0.0,2.73,14595.14,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2017-12-12,20171212,0.0,0.0,39839.23,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-12-12,20171212,0.0,3103.74,6928.74,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017-12-12,20171212,0.0,0.0,8128.06,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-05,20171205,0.0,0.0,20799.7,2336.78,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2017-12-05,20171205,0.0,2.74,14595.13,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2017-12-05,20171205,0.0,0.0,13469.85,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2017-12-05,20171205,0.0,0.0,4795.14,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017-12-05,20171205,0.0,0.0,39839.23,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-12-05,20171205,0.0,0.0,8128.06,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-12-05,20171205,0.0,3103.79,6928.68,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017-11-28,20171128,0.0,13030.47,439.38,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2017-11-28,20171128,0.0,3768.38,6264.09,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
